Date,Equal_Weighted_Index,Daily_Percent_Return,Cumulative_Return,Constituent_Tickers,Rebalance_Date,Tickers_Added,Tickers_Removed,Composition_Change_Count,Best_Performing_Day,Worst_Performing_Day,Aggregate_Return
2025-07-28 00:00:00,100.1011,-0.6258,0.1011,"AAPL,ACGL,AJG,AMGN,AON,ATO,AXON,AZO,BAC,BIIB,BRK.B,CEG,CI,CL,CLX,CMG,COP,CRWD,CSCO,GD,GEV,GL,GLW,GPC,HAL,HBAN,HCA,HOLX,HPQ,HRL,HSY,IEX,INCY,INTC,IP,IQV,ISRG,JBL,JNJ,KO,LHX,LIN,LMT,LULU,LVS,MMC,MOH,MPC,MPWR,MS,MSCI,NFLX,NI,NRG,NTRS,NWS,PFE,PFG,PLD,POOL,PSX,PTC,RCL,REGN,RMD,ROL,SBAC,TER,TGT,TJX,TPL,TRV,TSCO,TTWO,VICI,VMC,VZ,WAB,XYZ,YUM,ZTS",2025-07-28,"AZO,BAC,CEG,CRWD,GLW,IQV,JBL,JNJ,MMC,NRG,NTRS,PTC,SBAC,TRV,VMC,WAB,XYZ","AMCR,AWK,AXP,CAT,CDW,CNP,EXE,EXR,FDS,FITB,FRT,IT,KMX,MAA,PYPL,SCHW,VLTO,WYNN",35,nan,nan,
2025-07-29 00:00:00,100.3861,0.2847,0.3861,"AAPL,ABBV,ACGL,AJG,AON,ATO,AVGO,AXON,AZO,BAC,BIIB,BKNG,BRK.B,CEG,CI,CL,CLX,CMI,COP,CRWD,CSCO,CSGP,DIS,GD,GEV,GL,GLW,GPC,HAL,HCA,HOLX,HPQ,HSY,IEX,INCY,INTC,IP,IQV,ISRG,JBL,JNJ,K,KEY,KIM,KLAC,KO,LEN,LIN,LMT,LULU,LVS,MMC,MPC,MPWR,MS,MSCI,NI,NRG,NTRS,NVR,NWS,OXY,PFG,PLD,POOL,PSX,PTC,RCL,RMD,ROL,SBAC,SO,SRE,SW,TER,TGT,TJX,TPL,TRV,TSCO,TYL,VICI,VMC,WAB,XYZ,ZTS",2025-07-29,"ABBV,AVGO,BKNG,CMI,CSGP,DIS,K,KEY,KIM,KLAC,LEN,NVR,OXY,SO,SRE,SW,TYL","AMGN,CMG,HBAN,HRL,LHX,MOH,NFLX,PFE,REGN,TTWO,VZ,YUM",29,nan,nan,
2025-07-30 00:00:00,99.8983,-0.486,-0.1017,"A,ABBV,ACGL,AJG,AKAM,AMD,ATO,AVGO,AXON,AZO,BAC,BF.B,BIIB,BKNG,BRK.B,CEG,CI,CL,CLX,CMI,COP,CRWD,CSCO,CSGP,DIS,DRI,DUK,GD,GL,GLW,GPC,HAL,HCA,HOLX,HSY,INCY,IP,IQV,ISRG,JBL,JNJ,K,KEY,KIM,KLAC,KO,LEN,LHX,LIN,LULU,LVS,MA,MMC,MMM,MPC,NI,NRG,NTRS,NVR,ON,OXY,PFG,PLD,POOL,PSX,PTC,PWR,RCL,ROL,SBAC,SBUX,SO,SPG,SRE,SW,TJX,TRV,TSCO,TYL,UBER,VICI,VMC,WAB,WAT,XYZ",2025-07-30,"A,AKAM,AMD,BF.B,DRI,DUK,LHX,MA,MMM,ON,PWR,SBUX,SPG,UBER,WAT","AAPL,AON,GEV,HPQ,IEX,INTC,LMT,MPWR,MS,MSCI,NWS,RMD,TER,TGT,TPL,ZTS",31,nan,nan,
2025-07-31 00:00:00,99.0777,-0.8214,-0.9223,"A,ABBV,AKAM,ALGN,AMD,ATO,AVGO,AXON,AZO,BAC,BF.B,BKNG,BXP,CEG,CL,CMI,COP,CRWD,CSCO,CSGP,DAY,DELL,DIS,DRI,DUK,DXCM,EIX,ELV,ETN,F,GLW,HOLX,HSY,IQV,ISRG,JBL,JNJ,K,KEY,KIM,KLAC,LEN,LHX,LVS,MA,MCD,MMC,MMM,MPC,NI,NRG,NTRS,NVR,ON,OTIS,OXY,PFG,PLD,PTC,PWR,RCL,SBAC,SBUX,SO,SPG,SRE,STE,SW,TRV,TSCO,TYL,UBER,UNP,VMC,WAB,WAT,WELL,XYZ",2025-07-31,"ALGN,BXP,DAY,DELL,DXCM,EIX,ELV,ETN,F,MCD,OTIS,STE,UNP,WELL","ACGL,AJG,BIIB,BRK.B,CI,CLX,GD,GL,GPC,HAL,HCA,INCY,IP,KO,LIN,LULU,POOL,PSX,ROL,TJX,VICI",35,nan,nan,
2025-08-01 00:00:00,98.3148,-0.7701,-1.6852,"A,ABBV,AKAM,ALGN,ALL,AMD,AVGO,AZO,BAC,BF.B,BKNG,BXP,CEG,CMI,CRWD,CSGP,DAY,DELL,DG,DIS,DOW,DPZ,DRI,DUK,DXCM,EIX,ELV,EQT,ETN,ETR,F,FOXA,GLW,IQV,JBL,JNJ,K,KEY,KIM,KLAC,LEN,LHX,MA,MCD,MMC,MMM,MRK,MTD,NRG,NTRS,NVR,ON,OTIS,OXY,PLTR,PTC,PWR,RL,SBAC,SBUX,SO,SPG,SRE,STE,SW,SYF,TRV,TYL,UBER,UNP,VMC,WAB,WAT,WELL,WY,XYZ",2025-08-01,"ALL,DG,DOW,DPZ,EQT,ETR,FOXA,MRK,MTD,PLTR,RL,SYF,WY","ATO,AXON,CL,COP,CSCO,HOLX,HSY,ISRG,LVS,MPC,NI,PFG,PLD,RCL,TSCO",28,nan,nan,
2025-08-04 00:00:00,99.3931,1.0969,-0.6069,"A,ABBV,AKAM,ALGN,ALL,AMD,AVGO,BF.B,BKNG,BXP,CMI,COF,COR,CSGP,CZR,DAY,DELL,DG,DIS,DOW,DPZ,DRI,DUK,DXCM,EIX,EL,ELV,EQR,EQT,ETN,ETR,F,FCX,FICO,FOXA,K,KEY,KIM,KLAC,LEN,LHX,MA,MCD,MMM,MO,MRK,MTD,MU,NVR,ON,OTIS,OXY,PAYX,PLTR,PWR,RL,SBUX,SO,SPG,SRE,STE,SW,SYF,TYL,UBER,UNP,URI,VLO,WAT,WELL,WTW,WY",2025-08-04,"COF,COR,CZR,EL,EQR,FCX,FICO,MO,MU,PAYX,URI,VLO,WTW","AZO,BAC,CEG,CRWD,GLW,IQV,JBL,JNJ,MMC,NRG,NTRS,PTC,SBAC,TRV,VMC,WAB,XYZ",30,nan,nan,
2025-08-05 00:00:00,99.3393,-0.0541,-0.6607,"A,AEE,AIG,AKAM,ALGN,ALL,AMD,AMP,BF.B,BXP,CBOE,CCL,CF,COF,COR,CZR,DAY,DELL,DG,DOW,DPZ,DRI,DUK,DXCM,EIX,EL,ELV,EQR,EQT,ES,ETN,ETR,EXPE,F,FCX,FDX,FICO,FOXA,FSLR,LDOS,LHX,MA,MCD,MMM,MO,MRK,MRNA,MTD,MU,O,ON,OTIS,PAYX,PLTR,PWR,RL,SBUX,SPG,STE,SYF,TMUS,UBER,UNP,URI,VLO,VRSN,WAT,WELL,WTW,WY,XEL,XOM",2025-08-05,"AEE,AIG,AMP,CBOE,CCL,CF,ES,EXPE,FDX,FSLR,LDOS,MRNA,O,TMUS,VRSN,XEL,XOM","ABBV,AVGO,BKNG,CMI,CSGP,DIS,K,KEY,KIM,KLAC,LEN,NVR,OXY,SO,SRE,SW,TYL",34,nan,nan,
2025-08-06 00:00:00,99.2154,-0.1247,-0.7846,"AEE,AIG,ALGN,ALL,AMP,APH,BXP,CBOE,CCL,CF,CHTR,COF,COR,CZR,DAY,DELL,DG,DOW,DPZ,DXCM,EIX,EL,ELV,EQR,EQT,ES,ETN,ETR,EXPE,F,FCX,FDX,FICO,FOXA,FSLR,GE,HST,HUBB,LDOS,MCD,MO,MRK,MRNA,MTD,MU,O,OTIS,PAYX,PLTR,PNR,RL,STE,SYF,TAP,TMUS,UNP,URI,VLO,VRSN,WELL,WTW,WY,XEL,XOM,ZBRA",2025-08-06,"APH,CHTR,GE,HST,HUBB,PNR,TAP,ZBRA","A,AKAM,AMD,BF.B,DRI,DUK,LHX,MA,MMM,ON,PWR,SBUX,SPG,UBER,WAT",23,nan,nan,
2025-08-07 00:00:00,98.8317,-0.3867,-1.1683,"ADM,AEE,AIG,ALL,AMAT,AMP,APA,APH,C,CB,CBOE,CCL,CF,CHTR,COF,COR,CZR,DG,DOW,DPZ,EL,EQR,EQT,ES,ETR,EXPE,FCX,FDX,FICO,FOXA,FSLR,GE,GEN,GIS,HIG,HII,HST,HUBB,IDXX,L,LDOS,LYV,MNST,MO,MOS,MRK,MRNA,MTD,MU,NDAQ,NEM,O,PAYX,PCG,PLTR,PNR,RF,RL,RVTY,SYF,TAP,TMUS,TPR,TSLA,URI,VLO,VRSN,VRTX,WTW,WY,XEL,XOM,ZBRA",2025-08-07,"ADM,AMAT,APA,C,CB,GEN,GIS,HIG,HII,IDXX,L,LYV,MNST,MOS,NDAQ,NEM,PCG,RF,RVTY,TPR,TSLA,VRTX","ALGN,BXP,DAY,DELL,DXCM,EIX,ELV,ETN,F,MCD,OTIS,STE,UNP,WELL",36,nan,nan,
2025-08-08 00:00:00,99.6359,0.8137,-0.3641,"ADM,AEE,AIG,AIZ,AMAT,AMP,APA,APH,BAX,BLK,C,CB,CBOE,CCL,CF,CHTR,CINF,CME,COF,COR,CZR,DOC,EL,EQR,ES,EXPE,FCX,FDX,FICO,FSLR,GDDY,GE,GEN,GILD,GIS,HIG,HII,HPE,HST,HUBB,ICE,IDXX,IR,L,LDOS,LII,LRCX,LYV,MNST,MO,MOS,MRNA,MU,NDAQ,NEE,NEM,O,PAYX,PCG,PNR,PNW,RF,ROP,RVTY,TAP,TEL,TMUS,TPR,TSLA,TXT,URI,VLO,VRSN,VRTX,WTW,XEL,XOM,ZBRA",2025-08-08,"AIZ,BAX,BLK,CINF,CME,DOC,GDDY,GILD,HPE,ICE,IR,LII,LRCX,NEE,PNW,ROP,TEL,TXT","ALL,DG,DOW,DPZ,EQT,ETR,FOXA,MRK,MTD,PLTR,RL,SYF,WY",31,nan,nan,
SUMMARY,,,-0.3641,,,,,,2025-07-22,2025-07-15,-0.3641
